kepid,koi_disposition
3354846,"CONFIRMED"
6516185,"CANDIDATE"
8478994,"CONFIRMED"
3946023,"FALSE POSITIVE"
7183745,"CONFIRMED"
9177629,"CONFIRMED"
7778767,"CONFIRMED"
7515762,"CONFIRMED"
5942949,"CONFIRMED"
12120307,"CONFIRMED"
12120307,"CONFIRMED"
12120307,"CONFIRMED"
7446631,"CANDIDATE"
9777251,"FALSE POSITIVE"
6864893,"FALSE POSITIVE"
11701407,"CONFIRMED"
5906426,"CANDIDATE"
11288051,"CONFIRMED"
10813132,"CONFIRMED"
5857540,"CONFIRMED"
12208631,"CANDIDATE"
7289317,"CONFIRMED"
6500206,"FALSE POSITIVE"
5545815,"FALSE POSITIVE"
3116302,"FALSE POSITIVE"
7879433,"CONFIRMED"
9205907,"CONFIRMED"
8463346,"CONFIRMED"
5364071,"CONFIRMED"
10489206,"CONFIRMED"
7531677,"FALSE POSITIVE"
10068659,"CONFIRMED"
2443393,"CANDIDATE"
9019191,"CANDIDATE"
9718379,"FALSE POSITIVE"
3002478,"CANDIDATE"
4055774,"FALSE POSITIVE"
6670075,"FALSE POSITIVE"
9395024,"CONFIRMED"
8631751,"CANDIDATE"
11401822,"FALSE POSITIVE"
6507427,"FALSE POSITIVE"
5521300,"FALSE POSITIVE"
8478994,"CONFIRMED"
9753154,"CONFIRMED"
9011825,"CONFIRMED"
4172746,"CANDIDATE"
5174858,"CONFIRMED"
11074835,"CONFIRMED"
1996180,"CONFIRMED"
10407221,"FALSE POSITIVE"
5991936,"FALSE POSITIVE"
5095635,"CANDIDATE"
6269070,"CONFIRMED"
6705137,"FALSE POSITIVE"
12254688,"CANDIDATE"
8345172,"FALSE POSITIVE"
4172013,"CANDIDATE"
12254378,"CONFIRMED"
4247791,"FALSE POSITIVE"
7604328,"CONFIRMED"
11236244,"CONFIRMED"
9837685,"CONFIRMED"
5042210,"CONFIRMED"
12454461,"CONFIRMED"
1996180,"CANDIDATE"
9635606,"CONFIRMED"
3728701,"CONFIRMED"
10861715,"FALSE POSITIVE"
1849702,"CONFIRMED"
9390653,"CONFIRMED"
2305866,"CANDIDATE"
11187837,"CONFIRMED"
8885673,"FALSE POSITIVE"
9712350,"CANDIDATE"
8025596,"CONFIRMED"
5956787,"FALSE POSITIVE"
3642741,"FALSE POSITIVE"
12071037,"FALSE POSITIVE"
8494617,"CONFIRMED"
10289119,"CONFIRMED"
7382313,"CONFIRMED"
9887224,"FALSE POSITIVE"
7542369,"FALSE POSITIVE"
8544992,"CONFIRMED"
8544992,"CONFIRMED"
11295426,"CONFIRMED"
7289162,"FALSE POSITIVE"
3001885,"FALSE POSITIVE"
12306058,"CONFIRMED"
6183511,"CONFIRMED"
12469800,"CONFIRMED"
4915638,"CONFIRMED"
6351097,"FALSE POSITIVE"
8081905,"CONFIRMED"
11465950,"CONFIRMED"
9996632,"FALSE POSITIVE"
4665571,"CONFIRMED"
4829935,"FALSE POSITIVE"
9269042,"CONFIRMED"
6199056,"FALSE POSITIVE"
11461433,"CONFIRMED"
11818607,"CONFIRMED"
8380709,"CONFIRMED"
6149910,"CONFIRMED"
9108085,"FALSE POSITIVE"
5436013,"CONFIRMED"
8676148,"CONFIRMED"
9696358,"CONFIRMED"
5039129,"FALSE POSITIVE"
4484336,"CONFIRMED"
9580167,"CANDIDATE"
9757613,"CONFIRMED"
10527135,"FALSE POSITIVE"
11752906,"CONFIRMED"
10916600,"CONFIRMED"
8429314,"CONFIRMED"
9153570,"CONFIRMED"
11768142,"CONFIRMED"
7984574,"CANDIDATE"
9592579,"FALSE POSITIVE"
10336951,"CANDIDATE"
8481129,"CONFIRMED"
2142522,"CONFIRMED"
9395719,"CONFIRMED"
8753896,"CONFIRMED"
8240617,"CANDIDATE"
8746295,"FALSE POSITIVE"
10090257,"FALSE POSITIVE"
11295426,"CONFIRMED"
10679583,"FALSE POSITIVE"
11622985,"CANDIDATE"
11361283,"CANDIDATE"
8757824,"CONFIRMED"
9832208,"CONFIRMED"
6124512,"CONFIRMED"
10070468,"CONFIRMED"
10031656,"FALSE POSITIVE"
7584650,"CONFIRMED"
11337566,"CONFIRMED"
6364215,"CANDIDATE"
10202759,"FALSE POSITIVE"
5007345,"CONFIRMED"
12120484,"CONFIRMED"
6429812,"CONFIRMED"
6846911,"CONFIRMED"
5385439,"FALSE POSITIVE"
5963582,"CONFIRMED"
4476423,"FALSE POSITIVE"
11403389,"CONFIRMED"
9851662,"CONFIRMED"
6467363,"CANDIDATE"
6467363,"CANDIDATE"
8758204,"CONFIRMED"
8733898,"CONFIRMED"
8733898,"CONFIRMED"
3228945,"FALSE POSITIVE"
7008149,"FALSE POSITIVE"
10332213,"CONFIRMED"
7090524,"CONFIRMED"
11133306,"CONFIRMED"
6307063,"FALSE POSITIVE"
5871985,"CONFIRMED"
8292840,"CONFIRMED"
9730163,"CONFIRMED"
9730163,"CONFIRMED"
11453592,"CONFIRMED"
3834322,"FALSE POSITIVE"
10073672,"CANDIDATE"
11188249,"FALSE POSITIVE"
4677282,"FALSE POSITIVE"
5097470,"FALSE POSITIVE"
4858610,"FALSE POSITIVE"
10591855,"CONFIRMED"
4832175,"FALSE POSITIVE"
7749773,"CONFIRMED"
9451706,"CONFIRMED"
10064256,"CONFIRMED"
6842807,"CANDIDATE"
4381282,"FALSE POSITIVE"
9815053,"CANDIDATE"
7609553,"CONFIRMED"
10122538,"CONFIRMED"
10122538,"CONFIRMED"
9697131,"CANDIDATE"
5480640,"CONFIRMED"
5480640,"CONFIRMED"
5480640,"CONFIRMED"
5175986,"CONFIRMED"
9008737,"CONFIRMED"
9008737,"CONFIRMED"
9692128,"FALSE POSITIVE"
10917043,"CANDIDATE"
6521045,"CONFIRMED"
8167959,"FALSE POSITIVE"
4075015,"FALSE POSITIVE"
6697605,"CONFIRMED"
6697605,"CANDIDATE"
6294819,"CONFIRMED"
12602314,"CANDIDATE"
5787131,"CANDIDATE"
3230753,"FALSE POSITIVE"
8358012,"FALSE POSITIVE"
4664046,"FALSE POSITIVE"
11401755,"CONFIRMED"
4180401,"FALSE POSITIVE"
6350476,"FALSE POSITIVE"
8292840,"CONFIRMED"
5272233,"CONFIRMED"
5272233,"CONFIRMED"
11456382,"FALSE POSITIVE"
3130548,"FALSE POSITIVE"
9593757,"FALSE POSITIVE"
6346809,"CANDIDATE"
4275117,"FALSE POSITIVE"
6545051,"FALSE POSITIVE"
5513866,"FALSE POSITIVE"
4547603,"CANDIDATE"
5688910,"CONFIRMED"
6345732,"CONFIRMED"
5716763,"CANDIDATE"
6345732,"CONFIRMED"
8611257,"CONFIRMED"
3861611,"FALSE POSITIVE"
12416987,"CANDIDATE"
8259713,"CANDIDATE"
10880507,"CONFIRMED"
11098013,"CANDIDATE"
5443604,"FALSE POSITIVE"
12206313,"CONFIRMED"
12206313,"CONFIRMED"
9837661,"CONFIRMED"
7769819,"CONFIRMED"
11874577,"CONFIRMED"
12164564,"CONFIRMED"
8190354,"FALSE POSITIVE"
3425851,"CANDIDATE"
10397751,"CONFIRMED"
10397751,"CONFIRMED"
10397751,"CANDIDATE"
7815931,"FALSE POSITIVE"
6679295,"CANDIDATE"
9642292,"CONFIRMED"
6356692,"CONFIRMED"
6026737,"CANDIDATE"
4991208,"CONFIRMED"
8243283,"FALSE POSITIVE"
9837661,"CONFIRMED"
9837661,"CONFIRMED"
9092504,"CONFIRMED"
5383248,"CONFIRMED"
9092504,"CONFIRMED"
10001368,"CONFIRMED"
9466429,"CONFIRMED"
4365442,"FALSE POSITIVE"
8885643,"CONFIRMED"
5652893,"CONFIRMED"
3241557,"FALSE POSITIVE"
3957082,"FALSE POSITIVE"
8681833,"CONFIRMED"
4138951,"CONFIRMED"
3102384,"CONFIRMED"
10471515,"CONFIRMED"
4935172,"CANDIDATE"
8760040,"CONFIRMED"
8760040,"CANDIDATE"
10098844,"CONFIRMED"
9467404,"CONFIRMED"
5308666,"FALSE POSITIVE"
5184911,"CONFIRMED"
8176564,"CANDIDATE"
6587105,"CONFIRMED"
11662184,"CONFIRMED"
11127479,"CONFIRMED"
5428668,"FALSE POSITIVE"
5041569,"FALSE POSITIVE"
10604521,"CANDIDATE"
9899181,"FALSE POSITIVE"
9899181,"FALSE POSITIVE"
8884274,"CONFIRMED"
7767162,"CONFIRMED"
4861791,"FALSE POSITIVE"
4385148,"CANDIDATE"
4385148,"CONFIRMED"
9838468,"CONFIRMED"
6781548,"FALSE POSITIVE"
8617363,"CONFIRMED"
11401755,"CONFIRMED"
7673192,"CONFIRMED"
7673192,"CONFIRMED"
7673192,"CONFIRMED"
7673192,"CONFIRMED"
11807274,"CONFIRMED"
7670943,"CONFIRMED"
6697756,"CONFIRMED"
5649833,"FALSE POSITIVE"
10518399,"FALSE POSITIVE"
5905822,"CONFIRMED"
10793172,"CONFIRMED"
10793172,"CONFIRMED"
7136729,"FALSE POSITIVE"
6364276,"FALSE POSITIVE"
4367854,"CANDIDATE"
5108946,"FALSE POSITIVE"
8801316,"CONFIRMED"
10597693,"CANDIDATE"
7466270,"CANDIDATE"
10876237,"FALSE POSITIVE"
12314973,"CONFIRMED"
3346154,"CONFIRMED"
5308387,"FALSE POSITIVE"
6233573,"FALSE POSITIVE"
10363281,"FALSE POSITIVE"
4861527,"FALSE POSITIVE"
5775129,"CONFIRMED"
9898447,"CONFIRMED"
5307568,"FALSE POSITIVE"
11135308,"CONFIRMED"
2985587,"CANDIDATE"
6521045,"CONFIRMED"
8077137,"CONFIRMED"
7019524,"CONFIRMED"
5106313,"CONFIRMED"
9825174,"CONFIRMED"
5642620,"CANDIDATE"
8429415,"FALSE POSITIVE"
5014903,"FALSE POSITIVE"
5980783,"CONFIRMED"
8873090,"CANDIDATE"
8560804,"FALSE POSITIVE"
12008872,"CONFIRMED"
8415200,"CONFIRMED"
4072333,"FALSE POSITIVE"
9886361,"CONFIRMED"
9886361,"CONFIRMED"
3730335,"FALSE POSITIVE"
6528464,"CONFIRMED"
7428316,"FALSE POSITIVE"
10275766,"FALSE POSITIVE"
10275766,"FALSE POSITIVE"
6370120,"FALSE POSITIVE"
5642620,"FALSE POSITIVE"
5209845,"CONFIRMED"
9652649,"FALSE POSITIVE"
11100670,"FALSE POSITIVE"
6129524,"CONFIRMED"
5794570,"CONFIRMED"
5794570,"CONFIRMED"
5649325,"FALSE POSITIVE"
9958387,"CANDIDATE"
6779260,"CONFIRMED"
11807274,"CONFIRMED"
5953297,"CONFIRMED"
7659389,"CONFIRMED"
9472074,"CONFIRMED"
10842192,"CONFIRMED"
2442448,"CONFIRMED"
11197853,"CANDIDATE"
9665922,"FALSE POSITIVE"
11283615,"CONFIRMED"
7605093,"CONFIRMED"
3859363,"FALSE POSITIVE"
8077137,"CONFIRMED"
12023078,"FALSE POSITIVE"
6364162,"FALSE POSITIVE"
7463685,"CONFIRMED"
6716021,"CANDIDATE"
11231334,"FALSE POSITIVE"
8326342,"CANDIDATE"
6878240,"CONFIRMED"
6878240,"CONFIRMED"
2436378,"FALSE POSITIVE"
6614629,"FALSE POSITIVE"
6630943,"FALSE POSITIVE"
4831728,"CONFIRMED"
4831728,"CANDIDATE"
3336765,"FALSE POSITIVE"
4270565,"FALSE POSITIVE"
6528464,"CONFIRMED"
11963206,"CONFIRMED"
4249611,"CANDIDATE"
8263545,"CONFIRMED"
10068024,"FALSE POSITIVE"
9636563,"FALSE POSITIVE"
6937402,"CONFIRMED"
5475641,"FALSE POSITIVE"
2853828,"FALSE POSITIVE"
7899070,"CANDIDATE"
4035667,"FALSE POSITIVE"
9612825,"FALSE POSITIVE"
7826659,"CONFIRMED"
7202957,"CONFIRMED"
5513893,"FALSE POSITIVE"
10514430,"FALSE POSITIVE"
8095441,"CONFIRMED"
5881813,"CONFIRMED"
12456601,"CONFIRMED"
10341917,"FALSE POSITIVE"
3241604,"FALSE POSITIVE"
9591070,"FALSE POSITIVE"
8227661,"FALSE POSITIVE"
7428736,"CONFIRMED"
5817986,"FALSE POSITIVE"
11129258,"CONFIRMED"
10586004,"CONFIRMED"
4939533,"CANDIDATE"
4846856,"CANDIDATE"
7202957,"CONFIRMED"
6521045,"CONFIRMED"
5790807,"FALSE POSITIVE"
8892303,"CONFIRMED"
10265602,"CANDIDATE"
5369827,"CONFIRMED"
5302643,"FALSE POSITIVE"
6586746,"CONFIRMED"
9962455,"CONFIRMED"
9962455,"CONFIRMED"
8687088,"FALSE POSITIVE"
6436029,"CONFIRMED"
6197215,"CONFIRMED"
9451706,"CONFIRMED"
9244508,"CONFIRMED"
9692557,"FALSE POSITIVE"
9366886,"FALSE POSITIVE"
3657176,"FALSE POSITIVE"
3969687,"CONFIRMED"
9369366,"FALSE POSITIVE"
6716545,"CONFIRMED"
4552729,"CANDIDATE"
2989706,"FALSE POSITIVE"
5185897,"CONFIRMED"
5185897,"CONFIRMED"
5185897,"CONFIRMED"
3663173,"CANDIDATE"
9881077,"CONFIRMED"
3097346,"FALSE POSITIVE"
5717567,"FALSE POSITIVE"
6265792,"CONFIRMED"
9995402,"CONFIRMED"
9109857,"CANDIDATE"
5609593,"CONFIRMED"
5436338,"CONFIRMED"
11414465,"CONFIRMED"
6716545,"CANDIDATE"
2708885,"FALSE POSITIVE"
6612284,"FALSE POSITIVE"
10586004,"CONFIRMED"
4483138,"CONFIRMED"
9475552,"CONFIRMED"
9475552,"CONFIRMED"
8292840,"CONFIRMED"
5196864,"CANDIDATE"
11071200,"CANDIDATE"
11071200,"CANDIDATE"
10905911,"CONFIRMED"
3545135,"CONFIRMED"
6964929,"CONFIRMED"
6432345,"CONFIRMED"
8703129,"CANDIDATE"
11565924,"CONFIRMED"
6607357,"CONFIRMED"
6607357,"CONFIRMED"
9451706,"CONFIRMED"
6186964,"CONFIRMED"
5471202,"FALSE POSITIVE"
9640439,"FALSE POSITIVE"
9693006,"CONFIRMED"
6837283,"CANDIDATE"
5613821,"CANDIDATE"
6627507,"FALSE POSITIVE"
5128673,"CONFIRMED"
6690836,"CONFIRMED"
8639908,"CANDIDATE"
5481148,"FALSE POSITIVE"
11076400,"CANDIDATE"
7877978,"CONFIRMED"
7903086,"FALSE POSITIVE"
12024120,"CONFIRMED"
8210018,"CONFIRMED"
3642289,"CONFIRMED"
3642289,"CONFIRMED"
3662838,"CONFIRMED"
5966322,"CONFIRMED"
6029239,"CONFIRMED"
12106929,"FALSE POSITIVE"
12107021,"FALSE POSITIVE"
8248939,"FALSE POSITIVE"
12404954,"CONFIRMED"
1571511,"FALSE POSITIVE"
2438070,"FALSE POSITIVE"
3747262,"FALSE POSITIVE"
10190075,"CANDIDATE"
9070666,"CONFIRMED"
3642335,"CONFIRMED"
3328052,"FALSE POSITIVE"
10749059,"CANDIDATE"
9119568,"FALSE POSITIVE"
9119568,"FALSE POSITIVE"
9020114,"CONFIRMED"
6196457,"CONFIRMED"
7668416,"CANDIDATE"
6029239,"CANDIDATE"
6063220,"CONFIRMED"
6071903,"CONFIRMED"
6289257,"CONFIRMED"
10905239,"CONFIRMED"
11623629,"CONFIRMED"
3545478,"CANDIDATE"
4815520,"CONFIRMED"
6603043,"FALSE POSITIVE"
7175184,"CONFIRMED"
7109851,"FALSE POSITIVE"
11565544,"CANDIDATE"
7347246,"CONFIRMED"
11403530,"CONFIRMED"
5088536,"CONFIRMED"
12072872,"CANDIDATE"
6609270,"CONFIRMED"
12406807,"CONFIRMED"
8046689,"FALSE POSITIVE"
5096590,"CONFIRMED"
9650989,"CONFIRMED"
6289257,"CONFIRMED"
6291837,"CONFIRMED"
7024222,"FALSE POSITIVE"
7024511,"FALSE POSITIVE"
7050989,"CONFIRMED"
7175184,"CONFIRMED"
8494142,"CONFIRMED"
11554435,"CONFIRMED"
8494142,"CONFIRMED"
5652983,"FALSE POSITIVE"
6471021,"CONFIRMED"
7906671,"FALSE POSITIVE"
8709688,"CONFIRMED"
8241079,"CANDIDATE"
3348285,"FALSE POSITIVE"
11618601,"CONFIRMED"
7582689,"CONFIRMED"
7582689,"CONFIRMED"
7582689,"CONFIRMED"
9959589,"FALSE POSITIVE"
9025922,"FALSE POSITIVE"
6196457,"CONFIRMED"
7050989,"CONFIRMED"
7419318,"CONFIRMED"
7419318,"CONFIRMED"
7603200,"CONFIRMED"
7603200,"CONFIRMED"
10905239,"CONFIRMED"
7364176,"CONFIRMED"
8686097,"CONFIRMED"
12356617,"CONFIRMED"
12643589,"FALSE POSITIVE"
12643589,"FALSE POSITIVE"
3323887,"CONFIRMED"
11618601,"CONFIRMED"
7732285,"FALSE POSITIVE"
9716391,"CONFIRMED"
6929841,"CONFIRMED"
5088536,"CONFIRMED"
5124254,"FALSE POSITIVE"
11508644,"CONFIRMED"
12168993,"CANDIDATE"
8895758,"CONFIRMED"
10031500,"FALSE POSITIVE"
7603200,"CONFIRMED"
7700622,"CONFIRMED"
8008067,"CONFIRMED"
8008067,"CONFIRMED"
8008067,"CONFIRMED"
3323887,"CONFIRMED"
7051180,"CANDIDATE"
3323887,"CONFIRMED"
2449074,"FALSE POSITIVE"
2446113,"FALSE POSITIVE"
2446113,"CANDIDATE"
11137180,"CONFIRMED"
9838804,"FALSE POSITIVE"
5903749,"CANDIDATE"
5903749,"CANDIDATE"
5524881,"FALSE POSITIVE"
3756264,"CONFIRMED"
11572193,"CONFIRMED"
11285870,"CONFIRMED"
8581240,"CANDIDATE"
8581240,"CANDIDATE"
6196457,"CONFIRMED"
8121310,"CONFIRMED"
8156120,"CONFIRMED"
8684730,"CANDIDATE"
8700558,"FALSE POSITIVE"
8753657,"CONFIRMED"
8554498,"CANDIDATE"
3847708,"FALSE POSITIVE"
3849155,"FALSE POSITIVE"
3858804,"FALSE POSITIVE"
3942670,"CONFIRMED"
3942670,"CONFIRMED"
6949898,"CANDIDATE"
10585738,"CONFIRMED"
7186665,"FALSE POSITIVE"
2973386,"CANDIDATE"
6388770,"FALSE POSITIVE"
7022573,"CANDIDATE"
7676423,"CONFIRMED"
9288237,"CANDIDATE"
11714231,"CONFIRMED"
11720424,"CONFIRMED"
7837302,"FALSE POSITIVE"
8753657,"CONFIRMED"
8948424,"FALSE POSITIVE"
9139084,"CONFIRMED"
9641041,"FALSE POSITIVE"
9724984,"FALSE POSITIVE"
2452450,"FALSE POSITIVE"
3230578,"FALSE POSITIVE"
3231137,"FALSE POSITIVE"
3353050,"CONFIRMED"
3446746,"CONFIRMED"
5695396,"CONFIRMED"
5217891,"FALSE POSITIVE"
6593150,"CANDIDATE"
8051946,"CONFIRMED"
5445681,"CONFIRMED"
6523351,"CANDIDATE"
5551672,"CANDIDATE"
11499192,"CONFIRMED"
12416661,"CONFIRMED"
8197793,"CANDIDATE"
8258171,"FALSE POSITIVE"
9880467,"FALSE POSITIVE"
9880467,"FALSE POSITIVE"
9881662,"CONFIRMED"
9881662,"CONFIRMED"
9895004,"FALSE POSITIVE"
3656121,"CONFIRMED"
10620329,"FALSE POSITIVE"
3656121,"CONFIRMED"
3733628,"CONFIRMED"
3831053,"CONFIRMED"
6357290,"CANDIDATE"
4072955,"CANDIDATE"
8695311,"CANDIDATE"
9834731,"CANDIDATE"
5092266,"CONFIRMED"
4076976,"FALSE POSITIVE"
8751796,"CONFIRMED"
7097534,"FALSE POSITIVE"
9907129,"CONFIRMED"
7609674,"CANDIDATE"
9527334,"CONFIRMED"
10031885,"FALSE POSITIVE"
11361646,"CONFIRMED"
11361646,"CONFIRMED"
10285631,"CONFIRMED"
3964109,"CONFIRMED"
4159347,"FALSE POSITIVE"
3544595,"CONFIRMED"
4165960,"FALSE POSITIVE"
4252322,"CANDIDATE"
4376644,"FALSE POSITIVE"
9301506,"FALSE POSITIVE"
5695396,"CONFIRMED"
9714550,"CONFIRMED"
6263593,"CONFIRMED"
5475042,"CANDIDATE"
6964159,"FALSE POSITIVE"
10252275,"CONFIRMED"
10252275,"CONFIRMED"
11455181,"CONFIRMED"
9541295,"CANDIDATE"
10290666,"CONFIRMED"
10337258,"CONFIRMED"
10383687,"FALSE POSITIVE"
10470206,"FALSE POSITIVE"
10518725,"FALSE POSITIVE"
12314973,"CONFIRMED"
5450893,"CONFIRMED"
4770174,"CANDIDATE"
8949925,"CANDIDATE"
5091016,"FALSE POSITIVE"
9959492,"CANDIDATE"
8827575,"CANDIDATE"
8827575,"CONFIRMED"
2716801,"CONFIRMED"
7281454,"FALSE POSITIVE"
7216284,"CONFIRMED"
8703887,"FALSE POSITIVE"
9899352,"FALSE POSITIVE"
6945786,"CONFIRMED"
5978170,"CONFIRMED"
5440317,"CONFIRMED"
10545066,"CONFIRMED"
6056992,"FALSE POSITIVE"
10552611,"CONFIRMED"
10552611,"CONFIRMED"
10587105,"CONFIRMED"
10587105,"CONFIRMED"
6948480,"FALSE POSITIVE"
6438099,"CANDIDATE"
11090556,"CONFIRMED"
11090556,"CONFIRMED"
10686814,"FALSE POSITIVE"
3234843,"CONFIRMED"
6021275,"CONFIRMED"
3234843,"CONFIRMED"
8192911,"FALSE POSITIVE"
10554967,"FALSE POSITIVE"
3752110,"CANDIDATE"
5688790,"CONFIRMED"
1717722,"CONFIRMED"
1717722,"CANDIDATE"
10908248,"CONFIRMED"
10616571,"FALSE POSITIVE"
10878263,"CONFIRMED"
10878263,"CONFIRMED"
10982872,"CONFIRMED"
10982872,"CONFIRMED"
2720514,"FALSE POSITIVE"
4141376,"CONFIRMED"
9468551,"CONFIRMED"
9076971,"CONFIRMED"
8360640,"CONFIRMED"
11019987,"CONFIRMED"
4857058,"CONFIRMED"
10924562,"CONFIRMED"
9899505,"FALSE POSITIVE"
5040077,"CANDIDATE"
7534267,"CONFIRMED"
9592705,"CONFIRMED"
10611420,"FALSE POSITIVE"
10386922,"CONFIRMED"
10386922,"CONFIRMED"
10982872,"CONFIRMED"
3558981,"FALSE POSITIVE"
11015108,"CONFIRMED"
11074541,"CONFIRMED"
11100383,"CONFIRMED"
7918652,"CANDIDATE"
8847111,"FALSE POSITIVE"
4568298,"FALSE POSITIVE"
9230021,"CANDIDATE"
4374339,"FALSE POSITIVE"
6636320,"CONFIRMED"
4067925,"CONFIRMED"
4847782,"FALSE POSITIVE"
6021275,"CONFIRMED"
10350571,"FALSE POSITIVE"
3230805,"CANDIDATE"
4676964,"CANDIDATE"
10488450,"FALSE POSITIVE"
10933561,"CONFIRMED"
10933561,"CONFIRMED"
4770617,"CANDIDATE"
8845026,"FALSE POSITIVE"
11075737,"CONFIRMED"
11189127,"FALSE POSITIVE"
11194032,"CONFIRMED"
11394027,"CONFIRMED"
7609553,"CANDIDATE"
11395587,"CANDIDATE"
11442793,"CONFIRMED"
5520547,"CONFIRMED"
4848424,"FALSE POSITIVE"
8866102,"CONFIRMED"
4143755,"CONFIRMED"
8509442,"CANDIDATE"
11244137,"CONFIRMED"
6072593,"FALSE POSITIVE"
5865654,"CONFIRMED"
3219643,"CANDIDATE"
8546542,"CANDIDATE"
8197560,"FALSE POSITIVE"
11200415,"FALSE POSITIVE"
8613535,"CANDIDATE"
11259686,"CONFIRMED"
11547513,"CONFIRMED"
11547513,"CONFIRMED"
11802615,"CONFIRMED"
11442793,"CONFIRMED"
10122538,"CANDIDATE"
11442793,"CONFIRMED"
2445975,"FALSE POSITIVE"
11521793,"CONFIRMED"
11566064,"CANDIDATE"
11566064,"CONFIRMED"
6531496,"FALSE POSITIVE"
3848275,"CONFIRMED"
12021625,"CONFIRMED"
9777256,"FALSE POSITIVE"
4175630,"CONFIRMED"
7433585,"FALSE POSITIVE"
6665223,"FALSE POSITIVE"
3328080,"CONFIRMED"
8430964,"CONFIRMED"
3654719,"FALSE POSITIVE"
6021275,"CONFIRMED"
10619142,"FALSE POSITIVE"
12256520,"CANDIDATE"
11905011,"CONFIRMED"
12785320,"CONFIRMED"
12785320,"CANDIDATE"
2692377,"CONFIRMED"
3742855,"FALSE POSITIVE"
3438975,"FALSE POSITIVE"
11568987,"CONFIRMED"
11568987,"CONFIRMED"
11621223,"CONFIRMED"
11624249,"CONFIRMED"
12017140,"FALSE POSITIVE"
10000941,"CANDIDATE"
5702939,"FALSE POSITIVE"
3852655,"CONFIRMED"
11255231,"FALSE POSITIVE"
5088536,"CONFIRMED"
6103377,"CONFIRMED"
6677841,"CONFIRMED"
7106173,"CANDIDATE"
7106173,"CANDIDATE"
7106173,"CANDIDATE"
3324986,"FALSE POSITIVE"
11912932,"FALSE POSITIVE"
8037145,"CONFIRMED"
8162789,"CONFIRMED"
8265218,"CANDIDATE"
8806123,"CONFIRMED"
8806123,"CONFIRMED"
10098844,"FALSE POSITIVE"
8355239,"CONFIRMED"
9210823,"FALSE POSITIVE"
8367113,"CONFIRMED"
8474898,"FALSE POSITIVE"
8558011,"CONFIRMED"
7429287,"FALSE POSITIVE"
9115800,"CONFIRMED"
9214713,"CANDIDATE"
9478990,"CONFIRMED"
9597411,"FALSE POSITIVE"
6850504,"CONFIRMED"
8609450,"FALSE POSITIVE"
10934674,"CONFIRMED"
10990886,"CONFIRMED"
11015323,"CONFIRMED"
11134879,"CONFIRMED"
11192998,"CONFIRMED"
9334893,"CANDIDATE"
8934495,"CONFIRMED"
9119458,"CANDIDATE"
5866724,"CONFIRMED"
9157634,"CONFIRMED"
9636569,"FALSE POSITIVE"
12406807,"CANDIDATE"
8565266,"CONFIRMED"
8616637,"CONFIRMED"
8616637,"CONFIRMED"
8625925,"CONFIRMED"
8822216,"CONFIRMED"
4548011,"CANDIDATE"
9967884,"FALSE POSITIVE"
10016874,"CANDIDATE"
10189546,"CONFIRMED"
10189546,"CONFIRMED"
10189546,"CONFIRMED"
10748393,"FALSE POSITIVE"
11192998,"CONFIRMED"
11192998,"CONFIRMED"
8823868,"FALSE POSITIVE"
11255761,"FALSE POSITIVE"
11497977,"CONFIRMED"
7021681,"FALSE POSITIVE"
9941859,"CONFIRMED"
9941859,"CONFIRMED"
9941859,"CONFIRMED"
10068030,"FALSE POSITIVE"
10266615,"CONFIRMED"
6444896,"CONFIRMED"
10395543,"CANDIDATE"
8822216,"CONFIRMED"
9020160,"CONFIRMED"
7941200,"CONFIRMED"
9020160,"CONFIRMED"
7429287,"CANDIDATE"
9020160,"CONFIRMED"
10418224,"CONFIRMED"
10616679,"CONFIRMED"
10717241,"CONFIRMED"
10717241,"CANDIDATE"
7303287,"CONFIRMED"
10843590,"CONFIRMED"
6850504,"CONFIRMED"
12061222,"CONFIRMED"
12316431,"FALSE POSITIVE"
12404305,"CONFIRMED"
10212441,"FALSE POSITIVE"
12834874,"CONFIRMED"
2557816,"CONFIRMED"
10454313,"CONFIRMED"
10513530,"CONFIRMED"
5866724,"CONFIRMED"
8121310,"CANDIDATE"
10513530,"CONFIRMED"
10554999,"CONFIRMED"
9076513,"CONFIRMED"
9146018,"CONFIRMED"
9146018,"CONFIRMED"
9146018,"CONFIRMED"
9279669,"CONFIRMED"
10843590,"CONFIRMED"
10858832,"CONFIRMED"
10937029,"CONFIRMED"
11599038,"FALSE POSITIVE"
10937029,"CONFIRMED"
11656302,"FALSE POSITIVE"
2576197,"FALSE POSITIVE"
2576197,"FALSE POSITIVE"
3239945,"CONFIRMED"
10387742,"FALSE POSITIVE"
10187017,"CONFIRMED"
3239945,"CONFIRMED"
10554999,"CONFIRMED"
10873260,"CONFIRMED"
10965008,"CONFIRMED"
10467815,"FALSE POSITIVE"
11073351,"CONFIRMED"
11090765,"CONFIRMED"
11246364,"FALSE POSITIVE"
9570741,"CONFIRMED"
9607164,"CONFIRMED"
9631762,"CONFIRMED"
6462863,"CONFIRMED"
9782691,"CONFIRMED"
11709124,"CONFIRMED"
11709124,"CANDIDATE"
11805075,"CANDIDATE"
11599038,"FALSE POSITIVE"
11824222,"CANDIDATE"
12302530,"CONFIRMED"
11904151,"CONFIRMED"
3239945,"CONFIRMED"
3239945,"CONFIRMED"
3541800,"FALSE POSITIVE"
